"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%"
"pi_MC[30,1]";0.216985536;0.0417050975384158;0.141892492259309;0.1885;0.215;0.2438;0.3063
"pi_MC[30,2]";0.270020589;0.0884625143174611;0.1229;0.2049;0.2612;0.3262;0.4713
"pi_MC[31,1]";0.070246963;0.0222255287653527;0.0343;0.05468;0.06734;0.0836249995516053;0.1219
"pi_MC[31,2]";0.0991842236;0.050259905160154;0.0298594998366661;0.06326;0.0897;0.1252;0.224624945895393
"pi_MC[32,1]";0.137926141;0.0447318517331226;0.06845;0.1055;0.1325;0.1641;0.243012487478378
"pi_MC[32,2]";0.243408683;0.0822542214446776;0.1071;0.1833;0.2349;0.295;0.428
"pi_MC[33,1]";0.34827124;0.0430583229443493;0.2665;0.3188;0.3475;0.3774;0.4331
"pi_MC[33,2]";0.502164575;0.138695109460133;0.2552;0.4046;0.4943;0.6016;0.78140999750532
"p_MC90[1]";0.30564495;0.225036735649086;0.0642997499810439;0.1367;0.225;0.4189;0.907442461231547
"p_MC90[2]";0.491639126;0.227349280636638;0.127784965562533;0.3085;0.4637;0.6604;0.9492
"epsilon_MC[1,1]";-0.75842377002;0.466705965417154;-1.677;-1.075;-0.7563;-0.443475;0.1508025
"epsilon_MC[1,2]";-0.0199801096362;0.734448813566049;-1.417075;-0.509875;-0.03422;0.45825;1.472
"epsilon_MC[2,1]";-0.086309043979;0.550338889274553;-1.181025;-0.45125;-0.092525;0.2832;1.006025
"epsilon_MC[2,2]";0.315611186164;0.768145140981154;-1.229;-0.1854;0.3198;0.823575;1.827025
"epsilon_MC[3,1]";1.260128433;0.505468600134653;0.3974975;0.9087;1.218;1.567;2.396075
"epsilon_MC[3,2]";1.3989354031;0.518746101421976;0.4646925;1.04;1.367;1.73;2.49105
"epsilon_MC[4,1]";-1.27556686;0.361617608831819;-2.018025;-1.514;-1.261;-1.029;-0.596015000000001
"epsilon_MC[4,2]";-1.49274239981;0.716203650634289;-2.965;-1.948;-1.4725;-1.02;-0.1225725
"epsilon_MC[5,1]";1.6231349292;0.586991803643427;0.609995;1.212;1.575;1.98625;2.927025
"epsilon_MC[5,2]";1.54354722026;0.663913427527599;0.3729625;1.062;1.502;1.978;2.927025
"epsilon_MC[6,1]";1.4796157106;0.653940837939032;0.2687775;1.024;1.4535;1.906;2.845
"epsilon_MC[6,2]";1.114355798006;0.751955059417092;-0.311835;0.6;1.104;1.616;2.637025
"epsilon_MC[7,1]";-0.359002069993;0.999797698170712;-1.995025;-1.10825;-0.48225;0.298475;1.846025
"epsilon_MC[7,2]";-0.03947942811;0.913067987243206;-1.680025;-0.6686;-0.097595;0.53225;1.9161
"epsilon_MC[8,1]";1.07933912332;0.490685262671438;0.2126;0.7371;1.0505;1.386;2.140025
"epsilon_MC[8,2]";-0.253026277359;0.893777079371874;-1.851025;-0.886925;-0.3034;0.3154;1.66105
"epsilon_MC[9,1]";0.712778087211;0.472585892650572;-0.1669;0.388;0.6931;1.02;1.69905
"epsilon_MC[9,2]";0.0876166332817;0.646705763994864;-1.201075;-0.331425;0.08388;0.5207;1.361025
"epsilon_MC[10,1]";0.951253120159;0.448617185917066;0.127895;0.63995;0.9383;1.242;1.877075
