"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"
205200	232200	608400	257400	239400	667800	707400	680400	707400	1426000	1160000	816300	632700	317700	332100	437400	443700	519300	1011000	402300	306000	332100	259200	189000	307800	207900	351000	322200	300600	402300	426600	329400	206100	213300	205200	280800	506700	200700
315900	285300	475200	339300	179100	652500	730800	687600	844200	1433000	928800	666000	616500	315000	369900	451800	436500	495900	957600	411300	267300	270900	231300	230400	325800	216000	426600	342900	216000	444600	469800	339300	243000	243000	245700	261900	389700	179100
206100	237600	569700	252900	261000	625500	763200	710100	754200	1413000	906300	703800	644400	335700	339300	474300	361800	594900	1007000	379800	246600	315000	288000	206100	309600	199800	403200	303300	223200	442800	400500	360900	238500	230400	269100	363600	398700	211500
234900	306000	560700	325800	199800	512100	801900	666000	789300	1402000	942300	615600	621000	312300	353700	439200	421200	566100	1102000	404100	304200	306000	253800	187200	313200	201600	356400	303300	205200	486000	482400	408600	234900	218700	306000	337500	513000	204300
448200	273600	667800	288900	271800	531900	863100	705600	723600	1400000	879300	691200	650700	320400	343800	482400	437400	558000	1058000	404100	294300	290700	284400	196200	310500	245700	352800	291600	193500	369900	330300	410400	236700	300600	224100	230400	396000	210600
195300	217800	578700	252000	171000	552600	770400	705600	748800	1366000	1123000	799200	638100	342000	348300	434700	444600	564300	1110000	442800	243900	284400	233100	172800	337500	192600	394200	319500	251100	401400	356400	328500	196200	247500	218700	264600	349200	185400
284400	189900	646200	364500	205200	773100	822600	708300	784800	1334000	1074000	650700	612900	331200	327600	456300	408600	536400	1043000	387900	307800	266400	258300	250200	331200	230400	344700	279000	407700	395100	385200	339300	258300	326700	336600	294300	430200	218700
198000	235800	645300	307800	175500	567900	760500	620100	702900	1300000	909000	711900	649800	321300	367200	514800	466200	566100	999900	411300	260100	287100	224100	172800	331200	210600	362700	302400	214200	395100	399600	352800	192600	228600	239400	312300	342900	209700
302400	213300	599400	242100	243900	805500	756900	625500	798300	1360000	963900	723600	684900	343800	360000	427500	437400	531900	1125000	416700	272700	298800	239400	205200	323100	218700	350100	359100	188100	446400	402300	320400	201600	207900	211500	230400	380700	174600
177300	179100	1085000	388800	217800	720900	822600	620100	756900	1467000	994500	688500	622800	326700	366300	455400	440100	565200	1098000	418500	243900	278100	297000	193500	337500	199800	351000	286200	317700	405000	403200	352800	226800	205200	236700	318600	381600	154800
280800	178200	711000	254700	171000	594000	819900	557100	705600	1399000	983700	635400	615600	321300	375300	434700	468000	491400	1076000	362700	229500	327600	270900	180000	337500	242100	350100	304200	235800	384300	376200	306000	256500	268200	243000	276300	498600	261000
288000	229500	585000	353700	260100	830700	764100	564300	707400	1331000	932400	840600	623700	350100	383400	468900	423900	553500	1098000	375300	279000	279900	266400	193500	302400	232200	316800	340200	191700	427500	379800	265500	277200	267300	206100	284400	393300	218700
260100	187200	446400	291600	247500	542700	806400	593100	870300	1267000	1041000	698400	624600	319500	373500	438300	450900	501300	1061000	432000	257400	294300	264600	195300	328500	196200	348300	351900	167400	382500	639000	298800	238500	239400	284400	261000	363600	171900
350100	195300	461700	280800	242100	687600	737100	583200	807300	1283000	945000	682200	639900	335700	359100	452700	383400	539100	1003000	385200	293400	263700	247500	159300	299700	218700	325800	297900	227700	429300	405000	419400	220500	228600	255600	290700	435600	222300
346500	270000	631800	381600	264600	740700	693900	600300	810900	1272000	1086000	774900	623700	317700	340200	431100	378900	525600	1047000	378000	318600	304200	240300	170100	351000	238500	363600	360000	229500	381600	414900	322200	209700	277200	246600	294300	334800	189000
249300	248400	379800	293400	283500	649800	797400	628200	755100	1312000	1061000	710100	623700	319500	380700	450000	422100	575100	1098000	437400	266400	291600	250200	170100	328500	199800	357300	328500	243900	453600	374400	365400	198000	229500	266400	340200	371700	176400
306900	195300	630000	307800	190800	652500	843300	581400	751500	1365000	947700	770400	634500	333000	353700	429300	410400	586800	1032000	348300	270900	279000	264600	171000	296100	198900	369000	310500	207900	420300	346500	330300	173700	217800	225000	274500	389700	198000
335700	315900	543600	386100	319500	650700	811800	657000	833400	1411000	996300	714600	619200	335700	412200	441900	431100	505800	1103000	379800	246600	293400	241200	172800	350100	207000	378000	325800	213300	445500	433800	383400	280800	277200	202500	303300	323100	197100
277200	200700	586800	330300	213300	640800	786600	593100	749700	1479000	1005000	748800	630000	351000	343800	481500	451800	617400	1017000	427500	264600	315900	270000	217800	324900	225000	362700	359100	234000	473400	354600	356400	301500	276300	251100	297000	396000	184500
160200	207000	592200	314100	198900	889200	819900	730800	769500	1422000	1051000	732600	625500	324900	353700	475200	405000	544500	1127000	384300	269100	250200	216000	171900	300600	236700	368100	323100	195300	452700	370800	418500	217800	229500	212400	281700	405000	179100
252000	157500	519300	419400	227700	527400	806400	647100	745200	1435000	1007000	705600	634500	316800	328500	445500	450900	544500	1018000	408600	270000	286200	253800	170100	314100	199800	337500	279000	227700	459900	345600	313200	267300	235800	242100	232200	329400	145800
279000	265500	468000	241200	222300	577800	792900	603900	862200	1303000	915300	663300	611100	310500	351900	464400	437400	548100	1036000	440100	270000	293400	216900	189000	281700	215100	328500	303300	273600	496800	369000	338400	211500	237600	295200	287100	377100	193500
163800	218700	438300	330300	207000	906300	732600	591300	720000	1487000	1041000	707400	625500	322200	362700	458100	365400	510300	1015000	407700	302400	344700	257400	175500	288000	185400	356400	350100	242100	414900	429300	335700	178200	317700	253800	376200	451800	210600
229500	285300	471600	271800	234900	773100	695700	618300	740700	1335000	1036000	780300	639000	363600	334800	482400	384300	549000	1113000	420300	284400	289800	232200	170100	285300	215100	373500	307800	216900	402300	351000	411300	298800	281700	292500	391500	385200	189000
215100	310500	585900	313200	220500	582300	783900	633600	747000	1382000	986400	648000	658800	322200	363600	418500	421200	531000	1037000	422100	269100	306000	248400	220500	364500	244800	370800	288000	251100	420300	330300	336600	198900	198900	217800	281700	351900	175500
272700	238500	701100	364500	240300	664200	775800	663300	804600	1228000	1007000	779400	618300	324000	341100	504900	426600	577800	1011000	381600	251100	327600	256500	159300	340200	210600	348300	343800	211500	499500	362700	288000	208800	206100	198000	331200	383400	162000
217800	296100	486900	284400	229500	490500	744300	686700	846900	1364000	995400	709200	644400	360900	366300	463500	372600	531000	1013000	372600	251100	273600	240300	187200	337500	201600	345600	354600	260100	497700	336600	330300	280800	274500	252900	242100	401400	216900
142200	333000	590400	271800	202500	604800	709200	649800	731700	1316000	938700	801000	599400	333000	352800	446400	382500	509400	1024000	370800	309600	248400	250200	168300	358200	216000	351000	328500	217800	459900	386100	366300	243900	229500	285300	244800	397800	257400
243900	240300	682200	370800	284400	595800	755100	574200	819000	1322000	984600	633600	621000	357300	351900	425700	522000	599400	1015000	405900	315900	286200	242100	189000	336600	200700	419400	290700	203400	450900	457200	360000	220500	246600	251100	246600	384300	185400
212400	283500	669600	248400	175500	679500	720000	667800	681300	1330000	959400	702900	606600	310500	417600	459000	449100	576900	1069000	400500	261000	318600	223200	196200	284400	220500	395100	322200	279900	425700	454500	285300	220500	226800	242100	285300	438300	184500
238500	195300	496800	245700	223200	579600	836100	612000	733500	1525000	1031000	722700	617400	319500	429300	485100	397800	515700	1103000	351900	254700	355500	205200	187200	339300	194400	348300	316800	271800	477000	375300	319500	254700	252900	242100	267300	515700	198000
219600	174600	449100	291600	228600	588600	760500	616500	698400	1495000	954000	855900	615600	331200	396000	449100	402300	581400	1112000	402300	275400	318600	225900	191700	327600	217800	353700	306900	207000	504000	498600	335700	210600	230400	242100	261900	452700	141300
267300	228600	501300	292500	325800	585900	802800	621000	792900	1524000	934200	720900	602100	321300	378900	472500	451800	526500	1113000	358200	271800	297900	257400	217800	302400	196200	423900	369900	247500	390600	419400	323100	206100	248400	207000	267300	476100	192600
242100	273600	557100	305100	175500	674100	759600	630000	726300	1318000	1038000	774000	632700	324000	345600	466200	416700	553500	1031000	502200	285300	295200	225000	196200	387900	234000	347400	314100	244800	405900	341100	360000	213300	219600	289800	364500	421200	226800
145800	199800	561600	269100	184500	558900	765900	700200	843300	1385000	918000	730800	612000	325800	371700	430200	427500	522900	1041000	380700	250200	279000	222300	198000	323100	191700	374400	321300	248400	397800	313200	360000	241200	264600	193500	303300	360900	222300
325800	243000	489600	257400	190800	658800	786600	718200	999000	1316000	1021000	720000	609300	316800	358200	437400	407700	540000	950400	375300	289800	297000	228600	173700	298800	239400	344700	328500	246600	418500	423000	363600	208800	216000	322200	327600	374400	261000
378900	218700	518400	259200	240300	536400	774900	682200	825300	1346000	990900	637200	667800	312300	348300	425700	448200	554400	999900	387000	282600	280800	228600	176400	290700	192600	375300	302400	314100	469800	448200	292500	261000	216900	251100	297000	403200	162000
279900	223200	678600	329400	271800	517500	809100	669600	705600	1374000	936000	799200	638100	374400	393300	498600	393300	523800	1216000	388800	252900	307800	228600	206100	318600	217800	356400	307800	234900	492300	473400	340200	260100	297900	219600	335700	322200	225900
196200	239400	535500	288900	234000	599400	791100	717300	756000	1291000	1013000	696600	649800	333000	357300	436500	584100	500400	1067000	388800	279900	274500	234900	171000	338400	212400	349200	295200	270000	407700	337500	304200	199800	194400	228600	281700	372600	144000
267300	322200	533700	290700	226800	619200	750600	690300	678600	1319000	937800	752400	617400	324900	349200	399600	382500	482400	1059000	387000	256500	288900	261000	207000	324000	187200	341100	314100	282600	522900	415800	291600	180900	259200	280800	262800	387000	207900
271800	240300	504000	258300	178200	628200	772200	609300	723600	1231000	1076000	720900	632700	315000	346500	453600	405000	533700	1054000	371700	265500	341100	247500	196200	307800	212400	389700	342900	295200	460800	324900	369000	230400	234000	225900	252900	407700	171000
221400	288000	597600	284400	218700	641700	792900	762300	871200	1292000	896400	722700	630000	321300	364500	468000	393300	530100	1109000	373500	268200	342000	232200	181800	302400	195300	372600	311400	253800	476100	319500	356400	291600	271800	217800	292500	400500	233100
156600	203400	552600	293400	211500	663300	763200	563400	870300	1349000	983700	788400	673200	307800	386100	458100	432900	527400	996300	425700	261900	303300	243000	234000	304200	236700	330300	319500	232200	431100	387000	342900	217800	244800	239400	278100	383400	207900
192600	238500	559800	405000	172800	630000	1015000	631800	841500	1379000	1046000	816300	611100	322200	419400	431100	432000	538200	1143000	341100	247500	285300	241200	187200	310500	211500	411300	304200	228600	450900	490500	476100	288000	245700	246600	270000	385200	207900
189900	289800	371700	268200	249300	585900	900900	552600	747900	1364000	865800	702000	641700	344700	383400	441900	434700	504900	1104000	377100	281700	309600	231300	172800	300600	194400	351900	310500	225000	504900	370800	317700	239400	194400	225900	273600	324000	159300
197100	158400	515700	286200	251100	592200	763200	631800	866700	1355000	916200	770400	621000	322200	361800	463500	411300	530100	1047000	395100	283500	308700	310500	190800	305100	210600	424800	290700	185400	441000	358200	316800	226800	227700	233100	278100	423900	193500
378900	162000	604800	252000	249300	575100	747900	636300	677700	1301000	854100	684900	619200	324000	362700	481500	422100	513900	1048000	418500	266400	326700	288000	165600	336600	197100	429300	298800	199800	398700	405900	370800	189900	270900	225900	242100	502200	191700
228600	250200	567900	322200	181800	558000	765000	586800	677700	1311000	873000	794700	621000	329400	372600	432900	408600	570600	1056000	382500	259200	288900	238500	181800	318600	187200	395100	286200	165600	379800	500400	301500	248400	196200	195300	264600	477000	175500
207900	242100	506700	313200	220500	681300	812700	683100	778500	1358000	1124000	695700	684900	340200	368100	487800	486900	535500	1088000	415800	288000	302400	332100	165600	286200	221400	390600	352800	224100	369900	370800	349200	198900	355500	226800	278100	392400	241200
179100	285300	492300	348300	228600	657900	674100	668700	781200	1526000	927900	961200	615600	338400	375300	492300	389700	560700	1061000	432000	269100	291600	289800	200700	304200	184500	341100	311400	206100	422100	507600	323100	210600	223200	237600	323100	505800	220500
234900	162000	570600	282600	218700	623700	850500	602100	753300	1347000	928800	641700	736200	336600	396900	472500	414900	531000	1097000	405900	276300	363600	271800	190800	311400	200700	362700	342000	249300	451800	409500	323100	262800	239400	276300	248400	470700	184500
225000	234900	666900	244800	149400	571500	1126000	553500	710100	1329000	900900	706500	599400	338400	385200	466200	405000	531900	1039000	387000	269100	290700	254700	205200	295200	215100	351900	309600	226800	445500	453600	340200	214200	219600	272700	280800	421200	188100
188100	197100	521100	279900	251100	764100	792900	569700	757800	1436000	1014000	756900	671400	312300	362700	463500	388800	550800	1062000	385200	287100	264600	244800	205200	340200	198900	348300	305100	223200	409500	450000	434700	223200	239400	249300	275400	344700	228600
207900	157500	497700	310500	180000	734400	720900	555300	655200	1432000	951300	668700	621000	303300	360900	506700	372600	534600	1031000	388800	239400	315900	233100	182700	306900	252000	369000	321300	228600	416700	363600	306000	225000	234900	219600	288900	436500	188100
209700	234900	543600	428400	219600	565200	748800	669600	742500	1426000	990000	667800	637200	360900	348300	474300	477900	511200	1077000	421200	265500	366300	242100	180000	308700	194400	358200	302400	233100	490500	428400	357300	213300	235800	262800	360000	412200	203400
