"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"d_Sc_pred[5,15]";12.8855199;3.94421862085895;6.76989997118525;10.09;12.32;15.11;22.2;1.00095478171478;20000
"d_Sc_pred[5,16]";15.9889624;4.51258166036342;8.6408499492014;12.8;15.5;18.62;26.35;1.00162047171052;2200
"d_Sc_pred[5,17]";10.26757055;2.93108506162899;5.59794999128949;8.169;9.901;11.94;17;1.00142910040972;3100
"d_Sc_pred[5,18]";16.9848943;4.61003418207344;9.434;13.74;16.49;19.69;27.4602499556279;1.0009772626175;20000
"d_Sc_pred[5,19]";28.12526065;6.9667295605937;16.58;23.27;27.41;32.11;43.83;1.00159606248127;2500
"d_Sc_pred[5,20]";20.06425275;6.10195805265582;10.43;15.75;19.29;23.53;34.19;1.0011985474316;6000
"d_Sc_pred[5,21]";12.04021945;3.38446988092824;6.62297499815964;9.624;11.64;13.99;19.71;1.00120568074177;5800
"d_Sc_pred[5,22]";14.85900165;4.16699183052872;8.158;11.9;14.41;17.2424994563904;24.1502499495479;1.00099219499884;20000
"d_Sc_pred[5,23]";20.6568293;6.17016532437892;11.13;16.3;19.82;24.04;34.94;1.00096838678336;20000
"d_Sc_pred[5,24]";11.7854129;3.29017041400309;6.46797499811553;9.454;11.41;13.7;19.3404997481032;1.00144607428434;3000
"d_Sc_pred[6,1]";4.994033125;1.92972086075662;2.15594997737486;3.589;4.677;6.056;9.66109997982124;1.00104975768602;15000
"d_Sc_pred[6,2]";8.17773565;3.01063215633662;3.71897499672233;6.02574998444091;7.688;9.826;15.28;1.00094845137194;20000
"d_Sc_pred[6,3]";3.43755063;1.2953083807386;1.554;2.50174996252124;3.23;4.119;6.54007498323327;1.00095765615847;20000
"d_Sc_pred[6,4]";3.508603455;1.21911008947309;1.66497499267728;2.644;3.323;4.161;6.43504999242579;1.00123161886143;5300
"d_Sc_pred[6,5]";4.56427305;1.61590486391376;2.14994997731169;3.427;4.316;5.40524998265682;8.38402499854645;1.00101866074234;20000
"d_Sc_pred[6,6]";2.914052275;1.14312373927103;1.28;2.105;2.71549995396796;3.507;5.70704999145982;1.00122247458805;5500
"d_Sc_pred[6,7]";5.2386326;2.19512806150861;2.165;3.677;4.835;6.365;10.6702498858483;1.00096194288095;20000
